"service","date","time","message"
"twitter",2021-08-02,23:13:00,"muak ppkm hidup luntang luntung glinding kabeh tutup"
"twitter",2021-07-17,15:57:00,"jidni ilmi herdiferdians10 ppkm ppkm orang mati salah pemerintah siap bantu orang kerja ganggu ppkm subsidi makan bantu nutup butuh pokok"
"twitter",2021-07-26,17:54:00,"ennesca koroncong selesai ppkm biar reda pensive face"
"twitter",2021-07-05,06:04:00,"hilmi28 ya senyum baca smiling face grinning squinting face"
"youtube",2021-09-05,15:33:00,"bilang sibocah ppkm pelan pelan mati kao mati cangkul boyie beaming face with smiling eyes red heart cat cat cat"
"instagram",2021-09-17,17:24:00,"indonesia kayak kuliner tradisional gugah selera salah satu bubur ketan hitam burketem bubur ketan hitam paduk gurih santan wangi gula aren manis baca ngiler langsung otw yuk dapur emak sedia jumat sabtu minggu ya"
"twitter",2021-08-28,21:44:00,"update list nya penuh 3 gokart ice skating main lego sisa ppkm bapak berangkat kemarin semangat ajar bertemu"
"instagram",2021-08-05,20:51:00,"hastag"
"instagram",2021-07-23,21:50:00,"3 buru bubrah bos naudzubillah"
"instagram",2021-07-19,15:25:00,"butuh hasil tambah nih rekomendasi bisnis hasil untung money bag money with wings yuk langsung join investasi profit konsisten cs royal mobile phone whatsapp 082 210 981 457 mudah titip dana dana kelola aplikasi trading online operasi trader profesional chart increasing contoh investasi 700 000 3 6 jam telah terima profit 9 000 000 join 700 000 get 9 000 000 hasil 9 000 000 bagi 70 30 70 investor tader 30 open slot get profit red triangle pointed down plan investing chart increasing dollar banknote right arrow 700 000 get 9 000 000 right arrow 1 000 000 get 15 000 000 right arrow 1 500 000 get 32 000 000 right arrow 2 000 000 get 40 000 000 right arrow 4 000 000 get 80 000 000 right arrow 5 000 000 get 95 000 000 radio button uang winner 95 radio button cair 3 6 jam join radio button winner hasil 70 30 radio button kalah modal join putar join now mobile phone whatsapp 082 210 981 457 cs royal solusi uang"
"youtube",2021-07-22,21:22:00,"suka ppkm"
"twitter",2021-07-06,23:18:00,"informasi titik sekat jalan tol jasa marga group rangka dukung ppkm darurat"
"instagram",2021-07-19,14:35:00,"urang tingkat pasien akibat covid 19 pemerintah tetap atur pemberlakuan batas giat masyarakat ppkm darurat jawa bal 03 juli 20 juli jalan aktifitas kendara ppkm baik hati hati alat guna lindung virus covid 19 lansir laman resmi auto2000 milik kendara butuh catat 1 rumah hindar ramai restoran caf pusat belanja hindar papar virus lupa jaga jarak 2 jaga jarak alat lindung masker face shield hand sanitizer 3 hindar pulang larut malam lembur pulang larut malam badan lelah imun tubuh turun mudah jangkit virus 4 kendara kondisi kendara anggota keluarga rumah tumpang orang rumah 5 hindar zona merah paksa kendara milik sehat fit 6 baik sampai rumah langsung mandi bersih bawa virus jahat rumah tunda aktifitas rumah libur keluarga"
"twitter",2021-07-05,11:29:00,"polsekjetisbtl sip"
"twitter",2021-07-04,16:47:00,"saran alas powerfull nolak jogja panitia ospek note suruh sana ppkm selese"
"twitter",2021-10-08,13:02:00,"cnnindonesia harga diri noda arogan ngotot aparat langgar ppkm ganjil genap"
"twitter",2021-08-28,17:17:00,"interview kerja bikin surat kerja bikin surat kota bikin surat ah e"
"twitter",2021-09-19,16:30:00,"satgas covid 19 ingat ppkm pergi perlu"
"instagram",2021-10-07,12:05:00,"ppkm level 4 pemerintah kota padang plin plan tanggung lengkap youtube revolt official channel link bio"
"instagram",2021-09-21,19:02:00,"110 000 terima pesan ragam kirim salah cs1 wa 0852 0111 8080 cs2 wa 0822 4216 2999 cs3 wa 0822 2359 5949"
"instagram",2021-07-05,07:01:00,"aktifitas pagi pacar red heart"
"instagram",2021-08-17,07:12:00,"dirgahayu nergriku indonesia 76 masker physical distancing warna sendiri merdeka akan juang perang merdeka hidup bebas sedia semangat indonesia"
"instagram",2021-08-16,22:48:00,"melar ros kayak karet rendem minyak tanah hadoh"
"instagram",2021-08-02,13:58:00,"ppkm bosan rumah ning bikin kebun rumah yuk referensi tanam hias viral 2021 salah satu source"
"youtube",2021-08-17,23:11:00,"mantab keon"
"twitter",2021-08-02,10:43:00,"ayo patuh ppkm darurat cegah covid19"
"instagram",2021-08-02,08:47:00,"NA"
"twitter",2021-08-14,16:00:00,"sekolah murid ppkm"
"twitter",2021-07-27,10:34:00,"polres bwi humaspoldajatim patuh atur ppkm patuh prokes5m"
"twitter",2021-07-29,07:54:00,"tumpang pesawat hasil negatif antigen terbang daerah kategori ppkm level 1 2"
"twitter",2021-07-26,08:16:00,"pemerintah panjang bijak pemberlakuan batas giat masyarakat ppkm level 4 95 kabupaten kota 2 agustus 2021"
"instagram",2021-09-18,12:19:00,"ready set cel jumbo xxl 84 000 jumbo banget ya sis yuk singgah pushpin alamat jalan kumala no21b samping cell cod makassar pushpin welcome reseller gabung grup reseller whatsapp bio mobile phone telephone"
"twitter",2021-07-08,01:47:00,"internetanteros ppkm kagak kota"
"instagram",2021-09-20,10:35:00,"night cream dt manfaat night cream dt bantu cerah wajah 2x cepat night cream normal efek glowing natural apasih beda dt normal beda nya cerah nya cerah ya nih penasaran produk alfabelenskin testimoninya mana lho produk bpom jangkau nih cerah r r"
"instagram",2021-08-28,10:14:00,"sabtu ceria admin temenin yuk keypad hp jam hayo a hapal nih huruf angka grinning squinting face coba yuk tebak angka cluenya salah nama huni cluster kencana share kolom komentar ya winking face"
"twitter",2021-07-26,11:25:00,"balak pesimis hadap pandemi laku prokes"
"instagram",2021-08-06,11:45:00,"presiden ya"
"twitter",2021-07-17,20:04:00,"imanlagi ppkm lord of the lord baginda luhut"
"twitter",2021-07-22,00:18:00,"ppkm level 4 elite ppkm level 5 epic ppkm level 1 mythic gede level main aco jokiin nih akun mobile legend nya"
"twitter",2021-07-11,18:29:00,"ppkm pelan pelan miskin"
"instagram",2021-08-02,17:56:00,"diskon fire fire fire"
"twitter",2021-08-21,20:12:00,"withgodfather alih isu ppkm panjang"
"twitter",2021-08-19,10:01:00,"panjang bijak ganjil genap disesuaikan bijak pemerintah pusat kait pemberlakuan batas giat masyarakat level 4 kebal kelompok"
"twitter",2021-09-01,01:00:00,"null longgar ketat ppkm disesuaikan daerah quot ppkm s nasional okezone com read 2021 09 0"
"instagram",2021-10-15,17:33:00,"semangat adek adek besok minggu ikut lomba aiama abacus king international abacus mental arithmetic alliance of taiwan moga lancar folded hands info hubung tc bintang prayudan perum bumi prayudan blok rk 1 kalisari mertoyudan magelang playgroup shining heart 0895 3765 32000"
"instagram",2021-09-05,15:36:00,"f lb red heart"
"twitter",2021-07-01,19:00:00,"racheltjhia realmeindonesia pengin ganti hape umur 3 psbb loudly crying face huhuhu realmeindonesia"
"twitter",2021-07-11,13:05:00,"aewin86 sehat terap ppkm mikro darurat selenggara program vaksinasi nasional tinggal kita patuh atur pemerintah taat prokes 5m pandemi cepat selesai lindung orang sayang"
"twitter",2021-10-07,08:01:00,"sis885 detikcom"
"twitter",2021-07-04,18:22:00,"ndes info travel agent semarang tegal operasi ppkm please urgent thankyouu"
"twitter",2021-09-10,15:43:00,"pemerintah gelontor bantu dagang kaki pkl warung rp 1 2 juta ppkm bantu harap tingkat aktivitas ekonomi nek tahan sosial masyarakat miskin rentan dampak pandemi jokowi kerjha com pemerintah gel"
"instagram",2021-07-07,16:06:00,"reposted from pariwisatakotamedan surat edar wali kota medan no 440 5856 tanggal 06 juli 2021 panjang pemberlakuan giat masyarakat basis mikro optimal posko penanganan corona virus disease 2019 covid 19 tingkat lurah kendali sebar corona virus disease 2019 kota medan lengkap sila unduh bit ly 404 5856 ayo follow subscribe like share update informasi nas pariwisata kota medan akun media sosial fb nas pariwisata kota medan biru tau disparmedan camera ig pariwisatakotamedan movie camera yt nas pariwisata kota medan fb group medan creative market globe with meridians pariwisata pemkomedan go id"
"twitter",2021-07-24,12:22:00,"pemda ujung tombak pemerintah ppkm darurat"
"instagram",2021-09-27,22:23:00,"f"
"instagram",2021-08-10,15:26:00,"pemerintah pusat umum putus panjang pemberlakuan batas giat masyarakat ppkm level 4 3 2 wilayah wilayah jawa bal selasa 10 8 menteri koordinator bidang maritim investasi r luhut b pandjaitan turut dasar data turun 59 persen puncak timbang pemerintah lanjut ppkm jawa bal 16 agustus sulawesi selatan wilayah masuk daftar terap ppkm level 4 kota makassar kabupaten luwu timur baca berita lengkap klik link"
"twitter",2021-07-02,08:36:00,"atur masuk jakarta ppkm darurat klik baca"
"instagram",2021-09-03,11:19:00,"turun clapping hands clapping hands"
"instagram",2021-08-24,10:46:00,"wekiddo laksana webinar kepala sekolah smk neger swasta dki jakarta webinar hadir kepala bidang smk diknas prov dki jakarta diding wahyudin sih sih sosialisasi tuju guna wekiddo manfaat guna giat pembelajaran online pandemi sosialisasi selesai smk dki jakarta daftar gabung guna wekiddo sarana ajar online"
"instagram",2021-07-23,20:55:00,"sambung pantuk yuk jalan jalan kota pekanbaru mampir kinchay beli makan tjackeup rindu nih pergi jalan nih sambung pantun smiling face with heart eyes go food go send grabfood"
"twitter",2021-08-01,16:21:00,"akibat ppkm orang stres ngeluapin ngehate orang suka hati hati kalo etik please lo stres entar kalo ciduk mental lo tambah down ya sintingg pensive face"
"instagram",2021-08-03,12:55:00,"bumbu bumbu ready ya bun"
"instagram",2021-08-20,14:47:00,"nama menu ayam kecap sambel uleg menu baru ya menu ayam bledek teman teman menu ayam kecap bagi bosan teman teman pengin makan ayam bakar low budget hehe cita bumbu kecap khas tambah sambel ulegnyaa pedeess cetaass jamin deh harga kaki bintang hehe beaming face with smiling eyes spesial harga spesial ya 15 ribu nikmat lezat ayam kecap langsung order open order 16 00 klik link bio ya top arrow sikat smiling face with heart eyes smiling face with heart eyes winking face winking face"
"instagram",2021-09-03,09:14:00,"f"
"twitter",2021-07-17,10:31:00,"ppkm mikro cegah sebar covid 19 polres pulau ribu tenaga sehat testing swab antigen dermaga datang pulau mukim sabtu 17 07 2021"
"twitter",2021-07-23,18:33:00,"vice id kipli kontol"
"instagram",2021-08-10,14:47:00,"saga transfer james maddison leicester city arsenal hati inggris maddison anggap langkah mundur pilih pindah arsenal mantan bintang premier league roy keane legenda manchester united arsenal klub progres leicester musim maddison pindah gabung arsenal langkah mundur arsenal klub leicester coba tantang rebut posisi liga champions roy keane sumber heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign hundred points indobabeh hundred points situs besar lengkap milik sejarah withdraw menang percaya member baik indonesia heavy check mark terima deposit pulsa 100 potong heavy check mark cs online 24 jam cs ramah heavy check mark deposit withdraw cepat event backhand index pointing right bonus joker slot backhand index pointing right bonus winstreak backhand index pointing right bonus buy free spin backhand index pointing right bonus parlay hari event tarik ayo daftar gabung situs web baik terpecaya globe with meridians indobabeh net hubung white heavy check mark whatsapp 63 916 287 6015 white heavy check mark instagram official idb white heavy check mark groub facebook indobabeh offch white heavy check mark youtube situs slot online indobabeh heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign"
"twitter",2021-08-10,06:52:00,"dewasa akrab kalimat ppkm panjang"
"instagram",2021-08-16,16:45:00,"swipe for detail product hai scandia people dukung upaya pemerintah merang covid 19 indonesia customer belanja scandia khawatir loh scandia hadir mudah kenyam belanja rumah belanja via whatsapp klik klik link bio belanja via marketplace tokopedia ballot box with check cod cash on delivery ballot box with check via transfer bank banking rekening usaha ballot box with check via e commerce tokopedia kredivo ballot box with check link payment shopeepay ballot box with check cicil kartu kredit homecredit aeon ballot box with check cicil kartu kredit baca mesan dm mobile phone with arrow call wa 0877 1554 2342 klik link bio happy shopping moga sehat jalan ppkm darurat semangat aktivitas"
"twitter",2021-07-17,12:22:00,"riweuh ppkm panjang kalo bebas langgar rentak mah entar capek urus civil war biar seru"
"twitter",2021-09-02,22:35:00,"dontdistrub666 asik banget strolling empat doang"
"twitter",2021-07-03,17:47:00,"simak tentu syarat jalan ppkm darurat"
"twitter",2021-07-04,22:37:00,"merdekadotcom kali psbb ppkm habis lonjak positif aduh"
"twitter",2021-08-06,21:27:00,"queenlliee ppkm photo profile"
"youtube",2021-07-17,13:25:00,"nek islam we akeh ra sollad 5waktu korupsi manifulasi salam klepat arep piye naru korona embuh ganti sakit sollad nenek moyang selamat allah"
"twitter",2021-08-02,19:45:00,"mau sih ppkm ppkm anjing jokowi pantek"
"twitter",2021-07-22,11:10:00,"versi carat ppkm pengin peluk kim mingyu"
"instagram",2021-09-20,13:14:00,"sukses coba coba kiat kiat sukses apa ya terus coba hasil insyaallah jalan bismillah semangat"
"instagram",2021-07-29,16:25:00,"friends beli motor disko 13jutaan cuman nih diskon juta tiada tanding minat langsung hubung customer service yamaha via whatsapp 082231364188 pilih nih tau detail yamaha follow us yamahafriends jember"
"twitter",2021-07-16,20:14:00,"ppkm pelan pelan kepala ledak"
"instagram",2021-08-23,22:42:00,"arung liga 1 premanfc id beaming face with smiling eyes wanieun atuh lawan paris saint germain oge"
"twitter",2021-08-10,19:21:00,"ikut giveaway ppkm barangkali hashtagnya lupa kak tanya ppkm periode hadiah menang undi covid 19 musnah thankyu 108"
"twitter",2021-07-05,03:05:00,"convomf ppkm smiling face with heart eyes serahkale"
"twitter",2021-08-31,17:38:00,"shooreii hii tioo you already d your best istirahatin ya badan pikir usaha besok2 yeay tunggu ppkm selesai cari hobby"
"instagram",2021-08-29,12:54:00,"cegah sebar covid 19 polres pulau ribu himbau protokol sehat bagi 1 500 masker warga masyarakat delapan pulau mukim minggu 29 08 2021"
"instagram",2021-07-15,07:11:00,"fb nya satpol pp nya"
"twitter",2021-10-18,22:45:00,"geloraco ppkm ya"
"twitter",2021-08-17,09:11:00,"ppkm panjang 23 agustus mall buka ibadah 50 bisnisnews id detail berita"
"instagram",2021-08-18,20:58:00,"konsumsi sousouyou sehat tubuh sousouyou enriching fiber drink kayak serat alami buah sayur manfaat detoksifikasi racun lemak tubuh tingkat imunitas metabolisme tubuh bantu penuh butuh nutrisi hari biar pola makan gaya hidup buruk ancam sehat tingkat resiko obesitas sousouyou bantu kontrol berat badan ideal tubuh segar bugar kuat daya tahan tubuh lawan papar virus sakit bahaya"
"instagram",2021-10-09,22:05:00,"ppkm hati hilang"
"twitter",2021-09-17,14:46:00,"inijesiica hai kak maaf nitip jual ya lg cari netflix biar bosan ppkm app prem yuk cek katalog ya backhand index pointing down aman trusted garansi hundred points anti jual netflix app premium prem jual wetv viu spotify murah"
"youtube",2021-07-06,06:50:00,"masjid jaga pakai laras cuih"
"instagram",2021-08-18,23:07:00,"backhand index pointing right lelang backhand index pointing left hati tentu lelang down arrow down arrow down arrow male orange copper grade quality 4 size ob 10 nb 10 bebas jump close kamis 19 agustus 2021 19 00 wib sniper 5 menit close wajib bid biaya ongkir packing tanggung buyer ready kirim indonesia bid n run blokir whatsapp 087885937563 facebook alva bettafish follow alvabettafish alvabettafish 2"
"instagram",2021-07-28,21:31:00,"billydmwly no php orang unfoll"
"instagram",2021-07-17,15:05:00,"selam hidup alam pepatah peribahasa sumber inspirasi bantu paham makna filosofi bahagia hidup senja kabut awan tetap jaga sehat jaga prokes folded hands flexed biceps red heart speaker high volume hot deal hibiscus round pushpin utopia land phase 2 wonderful tabebuya 48 juta 80m2 desa buana jaya tanjungsari kabupaten bogor hubung fadil mubarok telephone receiver wa 0856 6420 7562 utopia land hadir solusi rencana depan"
"twitter",2021-09-02,08:04:00,"konfirmasi covid 19 regang nyawa akibat covid 19 pemerintah laku laksana psbb 2020 ppkm 2021 pemerintah galak program vaksinasi wajib ikut rakyat"
"instagram",2021-07-10,12:00:00,"juru bicara menteri kominfo dedy madi usul koordinator ppkm darurat menko marves luhut binsar pandjaitan penyesuaian sektor esensial kritikal suai bijak berlaku ppkm darurat atur sebut karyawan sektor esensial kantor 50 sektor kritikal 100 usaha gerak bidang nonesensial nonkritikal karyawan harus rumah wfh 100 ppkm darurat berlaku wilayah jawa bal 3 juli 20 juli 2021 bijak nek lonjak covid 19 hayo disesuaikan sektor esensial kritikal ya sektor nonesensial nonkritikal wfh"
